Judul Masakan,Waktu Masak,Tingkat Kesulitan,Jumlah Porsi,Bahan-bahan,URL Sumber,Bahan-bahan_cleaned,Bahan-bahan_cleaned_nostop,bahan-bahan_fix,Waktu Masak (menit),Jumlah Porsi (int),Tingkat Kesulitan (ordinal),bahan_list,asam jawa,bawang,bawang merah,bawang putih,cabai,cabai hijau,cabai merah,cabai rawit,cengkih,cuka,daging ayam,daging kambing,daging sapi,daun bawang,daun jeruk,daun salam,garam,gula,gula merah,gula pasir,ikan,jagung,jahe,jamur,jeruk nipis,kacang,kaldu ayam,kaldu sapi,kayu manis,kecap manis,kemangi,kemiri,kencur,ketumbar,kol,kunyit,lengkuas,limau,merica,santan,seledri,serai,tahu,telur,tempe,tomat,udang,wijen,wortel
"Resep Sate Buntel Khas Solo, Juicy dan Lezat",1jam,Sedang,4 Porsi,"500 g daging kambing, cincang, 20 batang tusuk bambu, 2 sdmBango Kecap Manis, 1 sdm tepung roti, 2 siung bawang putih, cincang, 1 batang daun bawang, iris tipis, 1 butir telur ayam, kocok rata, 2 sdm minyak, 4 butir bawang merah, ½ sdt ketumbar, sangrai, 1.5 sdt garam, 1 sdt merica putih bubuk, 6 buah cabai rawit, iris tipis, 6 butir bawang merah, iris tipis, 4 sdmBango Kecap Manis, 1 sdm kecap asin, 1 buah jeruk limau, belah dua",https://www.masakapahariini.com/resep/resep-sate-buntel-kambing/,"['g', 'daging', 'kambing', 'cincang', 'batang', 'tusuk', 'bambu', 'sdmbango', 'kecap', 'manis', 'sdm', 'tepung', 'roti', 'siung', 'bawang', 'putih', 'cincang', 'batang', 'daun', 'bawang', 'iris', 'tipis', 'butir', 'telur', 'ayam', 'kocok', 'rata', 'sdm', 'minyak', 'butir', 'bawang', 'merah', 'sdt', 'ketumbar', 'sangrai', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'buah', 'cabai', 'rawit', 'iris', 'tipis', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'sdmbango', 'kecap', 'manis', 'sdm', 'kecap', 'asin', 'buah', 'jeruk', 'limau', 'belah', 'dua']","['daging', 'kambing', 'bambu', 'kecap', 'manis', 'tepung', 'roti', 'bawang', 'putih', 'daun', 'bawang', 'telur', 'ayam', 'rata', 'minyak', 'bawang', 'merah', 'ketumbar', 'garam', 'merica', 'putih', 'cabai', 'rawit', 'bawang', 'merah', 'kecap', 'manis', 'kecap', 'asin', 'jeruk', 'limau']","bawang putih, bawang merah, kecap manis, cabai rawit, daun bawang, daging kambing, limau, garam, merica, ketumbar, telur",60,4,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun bawang', 'daging kambing', 'limau', 'garam', 'merica', 'ketumbar', 'telur']",0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Resep Sate Telur Puyuh Bumbu Bacem ala Angkringan,1jam,Mudah,5 Porsi,"20 butir telur puyuh, 400 ml air kelapa, gula merah, 1 lembar daun salam, 2 cm lengkuas, memarkan, ½ sdt air asam jawa, Bango Kecap Manis, 5 butir bawang merah, 5 siung bawang putih, ½ sdt ketumbar, ½ sdt gula pasir, garam",https://www.masakapahariini.com/resep/resep-sate-telur-puyuh/,"['butir', 'telur', 'puyuh', 'ml', 'air', 'kelapa', 'gula', 'merah', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'sdt', 'air', 'asam', 'jawa', 'bango', 'kecap', 'manis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'sdt', 'ketumbar', 'sdt', 'gula', 'pasir', 'garam']","['telur', 'puyuh', 'kelapa', 'gula', 'merah', 'daun', 'salam', 'lengkuas', 'asam', 'jawa', 'bango', 'kecap', 'manis', 'bawang', 'merah', 'bawang', 'putih', 'ketumbar', 'gula', 'pasir', 'garam']","bawang putih, bawang merah, kecap manis, daun salam, gula pasir, gula merah, asam jawa, garam, lengkuas, ketumbar, telur",60,5,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'gula pasir', 'gula merah', 'asam jawa', 'garam', 'lengkuas', 'ketumbar', 'telur']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Resep Sayur Lodeh Labu Siam Kacang Panjang Sederhana dan Sedap,1jam,Mudah,4 Porsi,"200 g             				(1 buah) labu siam, kupas, potong kotak, 150 g             				tempe, potong kotak 2 cm, 6 batang             				kacang panjang, potong 3 cm, 3 buah             				cabai hijau besar, potong serong, 2 lembar             				daun salam, 2 cm             				lengkuas, memarkan, 1 sdm             				gula merah sisir, ½ sdmRoyco Kaldu Ayam, 800 ml             				air, 2 sdm             				minyak, untuk menumis, 5 butir             				bawang merah, 4 siung             				bawang putih, 3 cm             				kunyit, ½ sdt             				ketumbar bubuk, 1 sdt             				garam",https://www.masakapahariini.com/resep/resep-sayur-lodeh-labu-siam-lezat-dan-mudah-dibuat/,"['g', 'buah', 'labu', 'siam', 'kupas', 'potong', 'kotak', 'g', 'tempe', 'potong', 'kotak', 'cm', 'batang', 'kacang', 'panjang', 'potong', 'cm', 'buah', 'cabai', 'hijau', 'besar', 'potong', 'serong', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'sdm', 'gula', 'merah', 'sisir', 'sdmroyco', 'kaldu', 'ayam', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'kunyit', 'sdt', 'ketumbar', 'bubuk', 'sdt', 'garam']","['labu', 'siam', 'tempe', 'kacang', 'cabai', 'hijau', 'daun', 'salam', 'lengkuas', 'gula', 'merah', 'kaldu', 'ayam', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'ketumbar', 'garam']","bawang putih, bawang merah, kaldu ayam, daun salam, gula merah, cabai hijau, garam, lengkuas, ketumbar, kunyit, kacang, tempe",60,4,1.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun salam', 'gula merah', 'cabai hijau', 'garam', 'lengkuas', 'ketumbar', 'kunyit', 'kacang', 'tempe']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Resep Nasi Goreng Kunyit, Enak, Wangi, dan Gurih",30mnt,Mudah,4 Porsi,"3 sdm minyak, 1 sdm margarin, 3 cm kunyit, 10 lembar daun kari, 1 bungkusRoyco Bumbu Komplit Nasi Goreng, 50 g ikan asin jambal, rendam air panas hingga lunak, goreng, suwir, 600 g nasi putih",https://www.masakapahariini.com/resep/resep-nasi-goreng-kunyit/,"['sdm', 'minyak', 'sdm', 'margarin', 'cm', 'kunyit', 'lembar', 'daun', 'kari', 'bungkusroyco', 'bumbu', 'komplit', 'nasi', 'goreng', 'g', 'ikan', 'asin', 'jambal', 'rendam', 'air', 'panas', 'hingga', 'lunak', 'goreng', 'suwir', 'g', 'nasi', 'putih']","['minyak', 'margarin', 'kunyit', 'daun', 'kari', 'komplit', 'nasi', 'goreng', 'ikan', 'asin', 'jambal', 'lunak', 'goreng', 'suwir', 'nasi', 'putih']","kunyit, ikan",30,4,1.0,"['kunyit', 'ikan']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resep Ayam Betutu Pedas Khas Gilimanuk, Bali",1jam,Sedang,4 Porsi,"700 g ayam (1 ekor utuh), 2 sdm air jeruk nipis, 1 sdt garam, 2 sdm minyak, untuk menumis, 2 batang serai, iris tipis, 2 sdtRoyco Kaldu Ayam, 200 g daun singkong, rebus, 4 lembar daun jeruk, daun pisang, untuk membungkus, 8 butir bawang merah, 6 siung bawang putih, 12 buah cabai merah keriting, 2 cm kunyit, bakar, ½ sdt ketumbar butiran, 2 cm jahe, parut, 2 cm lengkuas, parut, 1 sdt garam, 1 sdm gula merah, 1 sdt minyak",https://www.masakapahariini.com/resep/resep-ayam-betutu/,"['g', 'ayam', 'ekor', 'utuh', 'sdm', 'air', 'jeruk', 'nipis', 'sdt', 'garam', 'sdm', 'minyak', 'untuk', 'menumis', 'batang', 'serai', 'iris', 'tipis', 'sdtroyco', 'kaldu', 'ayam', 'g', 'daun', 'singkong', 'rebus', 'lembar', 'daun', 'jeruk', 'daun', 'pisang', 'untuk', 'membungkus', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'keriting', 'cm', 'kunyit', 'bakar', 'sdt', 'ketumbar', 'butiran', 'cm', 'jahe', 'parut', 'cm', 'lengkuas', 'parut', 'sdt', 'garam', 'sdm', 'gula', 'merah', 'sdt', 'minyak']","['ayam', 'jeruk', 'nipis', 'garam', 'minyak', 'serai', 'kaldu', 'ayam', 'daun', 'singkong', 'daun', 'jeruk', 'daun', 'pisang', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'keriting', 'kunyit', 'ketumbar', 'jahe', 'lengkuas', 'garam', 'gula', 'merah', 'minyak']","bawang putih, bawang merah, kaldu ayam, cabai merah, daun jeruk, gula merah, jeruk nipis, garam, serai, jahe, lengkuas, ketumbar, kunyit",60,4,2.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'gula merah', 'jeruk nipis', 'garam', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'kunyit']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Resep Ikan Goreng Tepung Gurih dan Renyah dengan Sambal Matah,1jam,Mudah,3 Porsi,"4 filet ikan dori @ 150 g, 1 sdt             				garam, ½ sdt             				merica putih bubuk, 1 buah             				jeruk nipis, ambil airnya, 100 ml             				air es, 150 g             				tepung terigu, 50 g             				tepung maizena, 1.5 sdt             				baking powder, ½ sdt             				merica putih bubuk, ½ sdtRoyco Kaldu Jamur, 10 buah             				cabai rawit merah, iris tipis, 10 butir             				bawang merah, iris tipis, 3 batang             				serai, ambil bagian putihnya, iris tipis, 5 lembar             				daun jeruk, buang tulang daunnya, iris tipis, 1 sdt             				terasi bakar, ½ sdt             				garam, 1 sdtRoyco Kaldu Jamur, 50 ml             				minyak kelapa, panaskan, 1 buah             				jeruk nipis, ambil airnya",https://www.masakapahariini.com/resep/resep-ikan-goreng-tepung-sambal-matah/,"['filet', 'ikan', 'dori', 'g', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'buah', 'jeruk', 'nipis', 'ambil', 'airnya', 'ml', 'air', 'es', 'g', 'tepung', 'terigu', 'g', 'tepung', 'maizena', 'sdt', 'baking', 'powder', 'sdt', 'merica', 'putih', 'bubuk', 'sdtroyco', 'kaldu', 'jamur', 'buah', 'cabai', 'rawit', 'merah', 'iris', 'tipis', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'batang', 'serai', 'ambil', 'bagian', 'putihnya', 'iris', 'tipis', 'lembar', 'daun', 'jeruk', 'buang', 'tulang', 'daunnya', 'iris', 'tipis', 'sdt', 'terasi', 'bakar', 'sdt', 'garam', 'sdtroyco', 'kaldu', 'jamur', 'ml', 'minyak', 'kelapa', 'panaskan', 'buah', 'jeruk', 'nipis', 'ambil', 'airnya']","['ikan', 'dori', 'garam', 'merica', 'putih', 'jeruk', 'nipis', 'tepung', 'terigu', 'tepung', 'maizena', 'baking', 'merica', 'putih', 'kaldu', 'jamur', 'cabai', 'rawit', 'merah', 'bawang', 'merah', 'serai', 'daun', 'jeruk', 'tulang', 'daunnya', 'terasi', 'garam', 'kaldu', 'jamur', 'minyak', 'kelapa', 'panaskan', 'jeruk', 'nipis']","bawang merah, cabai rawit, daun jeruk, jeruk nipis, garam, merica, serai, ikan, jamur",60,3,1.0,"['bawang merah', 'cabai rawit', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'serai', 'ikan', 'jamur']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Resep Ayam Suwir Kemangi Pedas, Simple dan Irit Minyak",1jam,Mudah,4 Porsi,"450 g             				(2 filet) dada ayam tanpa kulit, 80 g             				kemangi, petiki daunnya, 2 lembar             				daun salam, 2 batang             				serai, memarkan, 2 cm             				lengkuas, memarkan, 2 sdm             				santan instan, 1 sdtRoyco Kaldu Ayam, 750 ml             				air, untuk merebus, 3 sdm             				minyak, untuk menumis, 15 butir             				bawang merah, 15 buah             				cabai rawit merah, 3 buah             				buah cabai merah besar, 5 butir             				kemiri sangrai, 1 sdm             				ketumbar bubuk, 1 sdm             				gula merah sisir, ½ sdt             				garam",https://www.masakapahariini.com/resep/resep-ayam-suwir-kemangi-pedas-lauk-irit-minyak-yang-cocok-untuk-diet/,"['g', 'filet', 'dada', 'ayam', 'tanpa', 'kulit', 'g', 'kemangi', 'petiki', 'daunnya', 'lembar', 'daun', 'salam', 'batang', 'serai', 'memarkan', 'cm', 'lengkuas', 'memarkan', 'sdm', 'santan', 'instan', 'sdtroyco', 'kaldu', 'ayam', 'ml', 'air', 'untuk', 'merebus', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'rawit', 'merah', 'buah', 'buah', 'cabai', 'merah', 'besar', 'butir', 'kemiri', 'sangrai', 'sdm', 'ketumbar', 'bubuk', 'sdm', 'gula', 'merah', 'sisir', 'sdt', 'garam']","['dada', 'ayam', 'kulit', 'kemangi', 'daunnya', 'daun', 'salam', 'serai', 'lengkuas', 'santan', 'kaldu', 'ayam', 'minyak', 'bawang', 'merah', 'cabai', 'rawit', 'merah', 'cabai', 'merah', 'kemiri', 'ketumbar', 'gula', 'merah', 'garam']","bawang merah, kaldu ayam, cabai merah, cabai rawit, daun salam, gula merah, garam, serai, lengkuas, kemiri, ketumbar, santan, kemangi",60,4,1.0,"['bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'gula merah', 'garam', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kemangi']",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"Resep Sop Kambing Bening Sederhana, Empuk dan Tidak Bau",2jam,Sedang,6 Porsi,"1 kg             				tulang dan daging kambing, potong-potong, 4.5 l             				air, 200 g             				wortel, potong serong, 2 lembar             				daun salam, 5 butir             				kapulaga, 4 butir             				cengkih, 4 cm             				kayu manis, 2 buah             				tomat, potong 8 bagian, 2 batang             				daun bawang, potong 2 cm, 2 batang             				seledri, potong 1 cm, 1 sdmRoyco Kaldu Sapi, 2 sdm             				minyak, untuk menumis, 200 g             				wortel, potong kasar, 1 buah             				bawang bombay, belah 2 bagian, 4 batang             				seledri, ikat simpul, 1 buah             				bawang bombay, 2 siung             				bawang putih, 2 cm             				jahe, 2 cm             				lengkuas, 2 cm             				kunyit, ½ sdm             				garam, 1 sdt             				merica putih bubuk, ½ sdt             				jintan, Bango Kecap Manis, Bawang merah goreng, Sambal cabai rawit, Jeruk limau",https://www.masakapahariini.com/resep/resep-sop-kambing-berempah-bebas-bau-untuk-idul-adha/,"['kg', 'tulang', 'dan', 'daging', 'kambing', 'potongpotong', 'l', 'air', 'g', 'wortel', 'potong', 'serong', 'lembar', 'daun', 'salam', 'butir', 'kapulaga', 'butir', 'cengkih', 'cm', 'kayu', 'manis', 'buah', 'tomat', 'potong', 'bagian', 'batang', 'daun', 'bawang', 'potong', 'cm', 'batang', 'seledri', 'potong', 'cm', 'sdmroyco', 'kaldu', 'sapi', 'sdm', 'minyak', 'untuk', 'menumis', 'g', 'wortel', 'potong', 'kasar', 'buah', 'bawang', 'bombay', 'belah', 'bagian', 'batang', 'seledri', 'ikat', 'simpul', 'buah', 'bawang', 'bombay', 'siung', 'bawang', 'putih', 'cm', 'jahe', 'cm', 'lengkuas', 'cm', 'kunyit', 'sdm', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'jintan', 'bango', 'kecap', 'manis', 'bawang', 'merah', 'goreng', 'sambal', 'cabai', 'rawit', 'jeruk', 'limau']","['tulang', 'daging', 'kambing', 'wortel', 'daun', 'salam', 'kapulaga', 'cengkih', 'kayu', 'manis', 'tomat', 'daun', 'bawang', 'seledri', 'kaldu', 'sapi', 'minyak', 'wortel', 'bawang', 'seledri', 'bawang', 'bawang', 'putih', 'jahe', 'lengkuas', 'kunyit', 'garam', 'merica', 'putih', 'jintan', 'bango', 'kecap', 'manis', 'bawang', 'merah', 'goreng', 'sambal', 'cabai', 'rawit', 'jeruk', 'limau']","bawang putih, bawang merah, kecap manis, cabai rawit, daun salam, daun bawang, kaldu sapi, kayu manis, daging kambing, limau, bawang, garam, merica, jahe, lengkuas, tomat, kunyit, seledri, wortel, cengkih",120,6,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'daun bawang', 'kaldu sapi', 'kayu manis', 'daging kambing', 'limau', 'bawang', 'garam', 'merica', 'jahe', 'lengkuas', 'tomat', 'kunyit', 'seledri', 'wortel', 'cengkih']",0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
"Resep Sop Daging Sapi Bumbu Rempah, Gurih dan Sedap",1j 30mnt,Mudah,5 Porsi,"500 g             				daging sapi bagian brisket, potong kotak, 200 g             				wortel, potong serong, 1 buah             				kentang, potong kotak, 2 batang             				seledri, ikat, 1 batang             				daun bawang, potong serong, ½ sdmRoyco Kaldu Sapi, 3 l             				air, untuk merebus, 2 sdm             				minyak, untuk menumis, 3 siung             				bawang putih, 3 butir             				kemiri sangrai, ½ sdt             				merica putih, ½ sdm             				garam, 7 butir             				bawang merah, iris tipis, ½ buah             				bawang bombay, iris, 3 cm             				jahe, memarkan, 1 butir             				pekak, 2 butir             				kapulaga, 2 cm             				kayu manis, ¼ butir             				pala, memarkan",https://www.masakapahariini.com/resep/resep-sop-daging-sapi-bumbu-rempah/,"['g', 'daging', 'sapi', 'bagian', 'brisket', 'potong', 'kotak', 'g', 'wortel', 'potong', 'serong', 'buah', 'kentang', 'potong', 'kotak', 'batang', 'seledri', 'ikat', 'batang', 'daun', 'bawang', 'potong', 'serong', 'sdmroyco', 'kaldu', 'sapi', 'l', 'air', 'untuk', 'merebus', 'sdm', 'minyak', 'untuk', 'menumis', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sangrai', 'sdt', 'merica', 'putih', 'sdm', 'garam', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'buah', 'bawang', 'bombay', 'iris', 'cm', 'jahe', 'memarkan', 'butir', 'pekak', 'butir', 'kapulaga', 'cm', 'kayu', 'manis', 'butir', 'pala', 'memarkan']","['daging', 'sapi', 'brisket', 'wortel', 'kentang', 'seledri', 'daun', 'bawang', 'kaldu', 'sapi', 'minyak', 'bawang', 'putih', 'kemiri', 'merica', 'putih', 'garam', 'bawang', 'merah', 'bawang', 'jahe', 'pekak', 'kapulaga', 'kayu', 'manis', 'pala']","bawang putih, bawang merah, daun bawang, kaldu sapi, daging sapi, kayu manis, bawang, garam, merica, jahe, kemiri, seledri, wortel",90,5,1.0,"['bawang putih', 'bawang merah', 'daun bawang', 'kaldu sapi', 'daging sapi', 'kayu manis', 'bawang', 'garam', 'merica', 'jahe', 'kemiri', 'seledri', 'wortel']",0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Resep Tumis Pare Teri Sederhana dan Tidak Pahit,30mnt,Mudah,2 Porsi,"1 buah pare, buang biji, iris tipis, 100 g teri medan, goreng, 5 butir bawang merah, iris tipis, 3 siung bawang putih, iris tipis, 2 buah cabai hijau, iris serong, 5 buah cabai merah, iris serong, 3 buah cabai rawit merah, iris serong, 2 lembar daun salam, 2 cm lengkuas, memarkan, 1 sdt gula pasir, 1 sdt garam, 50 ml air, 2 sdmBango Kecap Manis, 2 sdm minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-tumis-pare-teri-khas-sunda/,"['buah', 'pare', 'buang', 'biji', 'iris', 'tipis', 'g', 'teri', 'medan', 'goreng', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'siung', 'bawang', 'putih', 'iris', 'tipis', 'buah', 'cabai', 'hijau', 'iris', 'serong', 'buah', 'cabai', 'merah', 'iris', 'serong', 'buah', 'cabai', 'rawit', 'merah', 'iris', 'serong', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'sdt', 'gula', 'pasir', 'sdt', 'garam', 'ml', 'air', 'sdmbango', 'kecap', 'manis', 'sdm', 'minyak', 'untuk', 'menumis']","['pare', 'teri', 'medan', 'goreng', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'hijau', 'cabai', 'merah', 'cabai', 'rawit', 'merah', 'daun', 'salam', 'lengkuas', 'gula', 'pasir', 'garam', 'kecap', 'manis', 'minyak']","bawang putih, bawang merah, kecap manis, cabai merah, cabai rawit, daun salam, gula pasir, cabai hijau, garam, lengkuas",30,2,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'cabai rawit', 'daun salam', 'gula pasir', 'cabai hijau', 'garam', 'lengkuas']",0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Resep Tumis Sawi Hijau Sederhana dengan Ayam yang Lezat,30mnt,Mudah,4 Porsi,"500 g fillet dada ayam, potong dadu, 200 g sawi hijau, potong 4 cm, 6 sdmBango Kecap Manis Pedas, ½ buah bawang bombay, cincang halus, 2 siung bawang putih, iris halus, 2 butir bawang merah, iris halus, 1 buah tomat, buang biji, potong dadu kecil, 1 sdt garam, ½ sdt merica putih bubuk, 100 ml kaldu ayam, 2 sdm minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-tumis-sawi-hijau-dan-ayam/,"['g', 'fillet', 'dada', 'ayam', 'potong', 'dadu', 'g', 'sawi', 'hijau', 'potong', 'cm', 'sdmbango', 'kecap', 'manis', 'pedas', 'buah', 'bawang', 'bombay', 'cincang', 'halus', 'siung', 'bawang', 'putih', 'iris', 'halus', 'butir', 'bawang', 'merah', 'iris', 'halus', 'buah', 'tomat', 'buang', 'biji', 'potong', 'dadu', 'kecil', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'ml', 'kaldu', 'ayam', 'sdm', 'minyak', 'untuk', 'menumis']","['dada', 'ayam', 'sawi', 'hijau', 'kecap', 'manis', 'bawang', 'bawang', 'putih', 'bawang', 'merah', 'tomat', 'garam', 'merica', 'putih', 'kaldu', 'ayam', 'minyak']","bawang putih, bawang merah, kecap manis, kaldu ayam, bawang, garam, merica, tomat",30,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'bawang', 'garam', 'merica', 'tomat']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Resep Tumis Pepaya Muda, Sederhana dan Enak",1jam,Mudah,4 Porsi,"300 g             				pepaya muda kupas, potong korek api, 2 lembar             				daun salam, 2 cm             				lengkuas, memarkan, ½ sdm             				garam, 1 sdtRoyco Kaldu Ayam, 100 ml             				air, 3 sdm             				minyak, untuk menumis, 5 butir             				bawang merah, 4 siung             				bawang putih, iris tipis, 2 buah             				cabai merah, 1 butir             				kemiri",https://www.masakapahariini.com/resep/resep-tumis-pepaya-muda-sederhana-dan-enak/,"['g', 'pepaya', 'muda', 'kupas', 'potong', 'korek', 'api', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'sdm', 'garam', 'sdtroyco', 'kaldu', 'ayam', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'iris', 'tipis', 'buah', 'cabai', 'merah', 'butir', 'kemiri']","['pepaya', 'daun', 'salam', 'lengkuas', 'garam', 'kaldu', 'ayam', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'kemiri']","bawang putih, bawang merah, kaldu ayam, cabai merah, daun salam, garam, lengkuas, kemiri",60,4,1.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'daun salam', 'garam', 'lengkuas', 'kemiri']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Resep Ayam Goreng Padang Asli, Garing dan Enak",45mnt,Mudah,4 Porsi,"2 ekor             				ayam (@600-700 g), potong 4 bagian, 7 lembar             				daun jeruk, 3 batang             				serai, memarkan, 2 lembar             				daun salam, 1 sdtRoyco Kaldu Ayam, 200 g             				lengkuas, parut, 2 sdm             				tepung terigu, 500 ml             				air, 5 siung             				bawang putih, 7 butir             				kemiri sangrai, 4 cm             				jahe, 4 cm             				kunyit, 1 sdm             				garam, 1 sdm             				ketumbar, ½ sdt             				merica",https://www.masakapahariini.com/resep/resep-ayam-goreng-lengkuas-padang/,"['ekor', 'ayam', 'g', 'potong', 'bagian', 'lembar', 'daun', 'jeruk', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'salam', 'sdtroyco', 'kaldu', 'ayam', 'g', 'lengkuas', 'parut', 'sdm', 'tepung', 'terigu', 'ml', 'air', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sangrai', 'cm', 'jahe', 'cm', 'kunyit', 'sdm', 'garam', 'sdm', 'ketumbar', 'sdt', 'merica']","['ayam', 'daun', 'jeruk', 'serai', 'daun', 'salam', 'kaldu', 'ayam', 'lengkuas', 'tepung', 'terigu', 'bawang', 'putih', 'kemiri', 'jahe', 'kunyit', 'garam', 'ketumbar', 'merica']","bawang putih, kaldu ayam, daun salam, daun jeruk, garam, merica, serai, jahe, lengkuas, kemiri, ketumbar, kunyit",45,4,1.0,"['bawang putih', 'kaldu ayam', 'daun salam', 'daun jeruk', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'kunyit']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
